SpecId	Label	ScanNr	TotalMatchingFragmentCount	Intensity	PrecursorChargeDiffToMode	DeltaScore	Notch	ModsCount	AbsoluteAverageFragmentMassErrorFromMedian	MissedCleavagesCount	Ambiguity	LongestFragmentIonSeries	ComplementaryIonCount	HydrophobicityZScore	IsVariantPeptide	IsDeadEnd	IsLoop	SpectralAngle	HasSpectralAngle	Peptides	Proteins
DefaultDirection	-	-	1	1	1	1	-1	-1	-1	-1	-1	1	1	-1	-1	-1	-1	1	1
